年,月,日,標題,內容,報社
2018,3,5,媒體戰役,《大陰謀》、《郵報：密戰》電影海報。 因為集合了金獎導演史蒂芬史匹柏、影后梅莉史翠普與影帝湯姆漢克斯三位得獎常勝軍，電影《郵報：密戰》（The Post）在今年奧斯卡儘管並非提名項目最多，卻是「含金量」最高的。這麼多重量級大咖合作，當然不會是想拍一部普通題材的作品。該片說的是美國史上著名的「五角大廈文件」（Pentagon Papers）事件。主角是英文片名裡點出的《華盛頓郵報》（Washington Post）。五角大廈文件 成就《華郵》《華郵》本是小報，躍升大報主要在於兩大關鍵戰役：「五角大廈文件」事件以及後來的「水門醜聞案」（Watergate Scandal）。在震撼撼性和知名度上，前者不及後者。不過，「水門案」早在1976年時就被拍成電影《大陰謀》（All the President's Men）。而且導演亞倫帕庫拉（Alan Jay Pakula）處理這齣「政治驚悚」（Political Thriller）大戲手法非常出色，不易超越，或許是這個原因，史匹柏選擇了拍攝發生在「水門案」之前的「五角大廈文件」事件。「五角大樓文件案」發生在1971年，替美國軍方擔任分析師的艾爾斯伯格（Daniel Ellsberg）不滿政府介入越戰、操控越南政治、還要欺瞞人民，憤而把國防部有關美國如何捲入越戰、長達7000多頁的機密洩露給《紐約時報》。當時的尼克森政府向法院申請禁制令，禁止《紐時》刊登這些文件。《紐時》一度被阻止了，不過，由發行人葛蘭姆（Katharine Graham）與執行編輯布萊德利（Ben Bradlee）領導的《華郵》卻跑出來接力，繼續登！美國政府以「保護機密」為由，透過法律向這兩家媒體繼續施壓，阻止刊登。不過，美國最高法院最後根據「憲法第一修正案」（First Amendment）對新聞自由的保障，判上述兩家媒體勝訴。政府媒體交峰 拍成《郵報》《郵報：密戰》說的就是這段政府跟媒體交鋒的經過。「五角大廈文件案」是一向標榜「新聞自由」的美國媒體相當驕傲的一仗。影片在這個時候推出，時間點也很適合。當今網路╱社群時代見證了紙媒的式微，但相對的卻造成假新聞(Fake News)充斥。弔詭的是，對媒體很不友善的美國總統川普點名製造「假新聞」的媒體之中，《紐時》與《華郵》都榜上有名。《郵報：密戰》這部電影的推出，其實頗有捍衛（查證比較嚴謹的）傳統紙媒的意味。Post 可指投遞 可指張貼Post這個個字用法很廣。加上定冠詞The，就變成《郵報》。當動詞用，可以指「投遞」，所以郵差的英文是Postman。它也可以指「張貼」，例如在網路上貼文，就用Post這個字。它同時又以當「字首」（Prefix）用，表示「在....之後」。例如之前很夯的一套學說「後現代主義」，英文就是Postmodernism。,聯合報
2017,2,28,怪咖影帝寧為好萊塢邊緣人 凱西:我覺得自己是魯蛇,「相較於別人真心喜歡我，我比較能接受別人不喜歡我，或不喜歡我的電影。」41歲的凱西亞佛列克（Casey Affleck）說：「我也不知道為什麼。」凱西2008年曾以《刺殺傑西》入圍男配角，蟄伏９年，終於靠《海邊的曼徹斯特》在昨天於洛杉磯揭曉的的第89屆奧斯卡獎中光榮封帝。外界認為他終於能夠走出「班亞佛列克（Ben Affleck，小班）弟弟」的陰影，迎接屬於自己的演藝巔峰期，但他其實多次說過：「我絲毫沒有成名的慾望。」空洞雙眼避曝光凱西可以說是近年來最「怪咖」的影帝。細數近年得主像是李奧納多狄卡皮歐（Leonardo DiCaprio）、艾迪瑞德曼（Eddie Redmayne）、馬修麥康納（Matthew McConaughey），幾乎都是人緣好、企圖心強的演員，在獎季不單靠作品、也靠個人的魅力行銷吸票，只有凱西總是以深不見底的空洞雙眼，以不願成名、逃避曝光的生活方式，與好萊塢保持若即若離的邊緣關係。他抽離地說，很多時候導演雖然希望找他演出，卻因商業方面的決策者嫌他知名度不夠高，因此經常錯失演出機會。他的從影之路始於1995年《愛的機密》，但接下來並無令人驚豔之作。他的前妻莎莫菲尼克斯（Summer Phoenix）與前妻哥哥瓦昆菲尼克斯（Joaquin Phoenix）都是知名影星，哥哥小班、鄰居麥特戴蒙（Matt Damon）都是少年得志，他坦言活在盛名陰影下，「大部分時間，我是為了賺錢付帳而工作。」有段時間，他根本覺得自己是家族圈裡唯一的「魯蛇」。小班台下眼眶紅事業上凱西得過且過，生命中能羈絆他的恐怕只剩親情。凱西這次上台領獎，終於沒忘記金球獎封帝時漏謝的哥哥小班，坐在台下的小班聽到凱西的謝詞紅著眼眶泛淚。凱西說：「我想他是被我的致詞感動，我不是吹牛，但我想我們是第一對『奧斯卡兄弟檔』。」但被追問小班在奧斯卡前是否有給他什麼建議時，他又似乎下意識地選擇以譏笑避免洩露內心的柔軟處：「他可能說了『好好享受』、『做自己』之類的話，沒說任何有建設性的話。」雖然沒漏謝哥哥，但他這次卻致命地漏了謝自己的２名兒子，他在後台懊惱地說：「差不多才走下台３秒，兒子的電話就來了。」他聽到兒子說「爸爸你完全沒有提到我們」，得獎的喜悅心情立刻沉入深淵。他直言如果沒當爸爸，他恐怕無法演好《海邊的曼徹斯特》中的主角，「當你有了孩子，你所有的能力都會變強，就如同有人打開你內心深處一個小房間的燈。」但就像他片中不願原諒自己的父親角色，凱西在最歡樂的奧斯卡後台，滿臉難掩的自責說：「我沒有謝到我的兒子，我可能會永遠覺得很懊悔。」主角如破碎花瓶談到飾演這個角色，他認為：「這是很深層、很複雜，且神祕的過程。」他接近、進入主角的折磨與悲傷，「很痛苦，但這對我來說極度憂鬱可能還算容易。」在他看來主角如同一個破碎的花瓶，雖然被拼湊回去，但卻沒有用膠水黏好，所以只要一碰，就會碎裂一地。凱西在《海邊的曼徹斯特》的角色，不願因過往的過錯原諒造成悲劇的自己，徹底否定了再次獲得快樂的可能，自我裁罰於無路可出的心靈囚牢。對於詮釋主角他沒有任何祕訣，「我就是讀100遍劇本吧，天天盯著牆壁想像各種情境。」100遍聽起來很像在瞎扯，但凱西說：「如果你拿到一部好劇本，每讀一次都會喚起你不同的部分。」他認為主角跟他很像，「我們都對自己很苛刻，不願意原諒自己，也不希望別人原諒自己。」被控性侵很受傷若要說凱西有什麼過不去的事，或許就是2010年他曾被劇組２位女性工作人員控告性騷擾，雖然已經庭外和解，但隨著他問鼎影帝又被挖出。事隔多年再被問到是否覺得對這件事有責任，凱西淡淡回答：「這件事已經讓大家都有個滿意的結果。我當時很受傷且沮喪，但已經克服了。這件事對於無辜的旁觀者與參與者的家庭，是一個很不幸的情況。」自認演戲不容易他不否認，這幾年起起伏伏，拍過很多感情粗淺的電影，接演《海邊的曼徹斯特》前甚至想過離開好萊塢，「不能說是失去信念，但是意志消沉，我常常自問『是不是只能這樣』？」對他而言，演戲一點都不容易也不有趣，「演戲是份很吃重的工作，任重道遠，有義務替觀眾打開一扇門，更公平地呈現社會其他沒被看到的部分。這可以讓我感到滿足。」。 ,中國時報
2017,2,28,非裔美籍穆斯林演員奪男配 馬赫夏拉:被歧視司空見慣,非裔美國男演員馬赫夏拉阿里（Mahershala Ali）在獲本屆奧斯卡最佳影片的《月光下的藍色男孩》中，層次分明地飾演因惻隱之心而收留男童的毒販，成功在昨天獲得奧斯卡男配角獎的肯定。他近年作品繁多，包含影集《紙牌屋》、電影《飢餓遊戲：自由幻夢 終結戰》、《烈火邊境》、《關鍵少數》等，但他曾對獎項不抱希望，如今成為首位獲得小金人的穆斯林演員，馬赫夏拉認為演戲都一樣，是為了呈現真相：「但我感到很榮幸，也擁抱這個頭銜。」馬赫夏拉將演戲設為人生志向是因為父親，３歲時父母離異後他跟著媽媽住，「我爸爸在我20歲時就離世了，因此我甚至可以算出和他見面的次數，即使很少見到他，他卻是影響我最深的人。」原來爸爸曾在知名的電視節目中獲得舞蹈冠軍，從此移居紐約並在百老匯擁有事業，馬赫夏拉每年暑假都會與爸爸相聚並大量接觸電影、音樂劇。受父影響成演員「我從小就有藝術家心靈，但也有運動家的精神。」馬赫夏拉16歲離家念大學時獲得籃球獎學金，也一度想成為籃球選手，直到爸爸過世後才決心改當演員，「他在我心中種下演戲的種子。」可惜他出道以來鮮少受肯定，「當你思考人生想做什麼事情時，你會自問：『我可以達到什麼樣的高度』。」42歲的馬赫夏拉原以為再沒有機會得獎，卻在23年演戲生涯後交出代表作《月光下的藍色男孩》。常遭不平等對待片中主角因同性戀、有色人種身分而被排擠、歧視，他身為非裔穆斯林，對不平等對待毫不陌生，他曾在911事件後被列入FBI的觀察名單，還被警察懷疑是皮條客而從自駕車裡被拖出，因此面對最近川普政府發布的穆斯林７國入境禁令，他表示：「歧視對黑人不是新鮮事，一點也不意外。」但馬赫夏拉認為人本來就有所不同，有２種方式可以處理，一是為此挑起戰爭，另一種則反之：「我母親是基督教傳道人士，我是穆斯林，但當我17年前告訴她我轉變宗教信仰時，她並沒有和我反目，因為當人把這些細節放在一邊時，我們依然看見彼此並且相愛，愛還會增長。」謝老婆生女支持如今馬赫夏拉也擁有更多愛，老婆５天前剛生下女兒，他昨上台時除了感謝劇組和過往生命中的導師，也特別向剛經歷生產的老婆道謝：「感謝妳像軍人一樣經歷這段旅程，謝謝妳支撐著我。」。 ,中國時報
2017,2,27,金鋼狼、X教授來了 揮手中文喊「你好」,休傑克曼與派屈克史都華昨傍晚從香港搭機抵台宣傳新片。「金鋼狼」休傑克曼與「X教授」派屈克史都華共同抵台宣傳金鋼狼系列的最後一部電影「羅根」，兩人昨在桃園機場向粉絲打招呼，還用中文喊「你好」，親和力十足。隨後他們坐上電動車，經由商務禮遇通關程序入境。兩人今晚將在台北101水舞廣場，出席「羅根」首映會與粉絲見面會，隔日將接受媒體專訪，隨後便轉赴北京宣傳。休傑克曼演出「金鋼狼」一角逾17年，並演出「X戰警」系列電影共計9部，新片「羅根」將是他最後一次演出該角色。休傑克曼對「羅根」的要求極高，多次與導演詹姆斯曼高德討論修改劇本，而「X教授」派屈克史都華也將隨著休傑克曼腳步，正式告別該系列。休傑克曼2006年曾因電影「X戰警3：最後戰役」來台宣傳，此次暌違11年再度訪台，上一回帶著妻子黛博拉及兒子奧斯卡來台，還逛了士林夜市，這回與派屈克史都華同行，據悉沒有特殊要求，還特別詢問台灣禮儀，相當入境隨俗。,聯合報
2017,2,28,戰地救援《白盔》紀錄片 勇奪奧斯卡,「白盔」組織成員在敘利亞空襲過後搶救受傷的兒童。路透《白盔》獲奧斯卡最佳紀錄短片獎，製片娜塔賽格拉與導演馮艾恩西德領獎。法新社領袖無法出席《白盔》（The White Helmets）片長40分鐘，記錄3名敘利亞民防組織「白盔」成員，從在土耳其接受緊急醫療訓練到實地在戰場上救人的過程。該組織格言是「救人一命等於救全人類」，來自各行各業的成員戴著白色頭盔，幾乎天天在轟炸後的廢墟搜救生還者。《白盔》攝影卡提布和「白盔」領袖沙雷原本有意赴美參加頒獎典禮，卻因證件問題無法成行，英籍導演馮艾恩西德（Orlando von Einsiedel）和製片娜塔賽格拉（Joanna Natasegara）上台領獎時，代沙雷宣讀感言，呼籲外界關懷敘利亞內戰，卡提布透過推特表示：「在我們收看奧斯卡典禮同時，敘利亞政權又用氯氣化武攻擊平民了。」,蘋果日報
2016,3,6,被錯置的靈魂…《丹麥女孩》的幸與不幸,在那個保守的、連同性戀都不被接受的年代看變性欲症者的掙扎第88屆奧斯卡最佳女配角獎，由《丹麥女孩》的艾莉西亞薇坎德（Alicia Vikander）拿下，這部電影也是近期最熱門、最多人討論的變性欲症（Transsexualism）及變性手術（Sex reassignment surgery）的話題，這部改編自原著作家大衛埃博雪夫的同名小說《TheDanish Girl》是真實故事，她（他）也是全球首例接受變性手術的丹麥畫家莉莉（Lili）。飾演莉莉的艾迪瑞德曼（Eddie Redmayne）同樣表現亮眼，也獲得最佳男主角的提名，他將女性含羞帶怯的嬌柔模樣，表演得淋漓盡致，180公分的艾迪扮女裝時，低頭淺笑、媚眼如絲，讓人忍不住心生疼惜，想要好好照顧他。《丹麥女孩》故事背景為1920年代，艾迪飾演埃納韋格納（EinarWegener）及莉莉艾爾博（Lili Elbe），與艾莉西亞飾演的格爾達韋格納從原本的夫妻轉變成跨性別伴侶，有觀眾認為，如果格爾達沒有因為作畫需求讓丈夫穿上女裝，就不會有「莉莉」的出現，事實上導演也從許多的小細節透露出強大的訊息，埃納渴望穿上女裝，他對女性的儀態萬千更是心嚮往之，只是那個保守的、連同性戀都不能被接受的年代，這些「不應該有的」慾望以及想法，只能被埋沒在很深很深的意識中。性別認同 3歲已根深蒂固然而，莉莉是幸運的，她在妻子的深愛中找到自己真正的性別，當然，她也是不幸的，因為當時的變性手術是創舉而醫療條件不佳，最後…（好像透劇了）另外1999年讓希拉蕊史旺（Hilary Swank）獲得最佳女主角獎的《男孩別哭》（Boys Don’t Cry）及由潔西卡蘭芝（Jessica Lange）和湯姆威金森（Yom Wilkinson）主演的《親密風暴》（Normal）都是談論變性欲症者的電影，強烈推薦。「被錯置的靈魂」是變性欲症者最強烈的心靈感受，明明應該是女兒身卻被放進男性的軀殼中，或是男兒靈魂被放在女兒身中，原發性變性欲症者早在胎兒時期就形成，西方的心理學家認為，性別認同在3歲的時候就已經根深蒂固，因此會在幼兒期就顯現出異狀，例如不喜歡自己身理性別的裝扮，在青少年期更為明顯。變性欲症者初期會與扮異裝症（Transvestism）產生錯誤聯想，而前者有強烈的性別認同困擾，必須透過積極的手術才能獲得改善，後者則是經常不自主地以異裝的情況出現，單純的扮異裝症不多，6至8成都合併有變性欲症、同性戀或雙性戀的傾向。德國 最早出現變性手術最早介入手術幫助變性欲症者完成心願的是在德國，誠如《丹麥女孩》的演出，莉莉艾爾博從一位丹麥男畫家搖身一變成為妻子比中迷人的模特兒莉莉，約1930年代，她接受了陰莖摘除手術以及陰道重建術。而廣為人知並且將變性人陽光化的則是1953年在美國變性成功的克莉絲汀約根森（Christine Jorgensen），她成為媒體鎂光燈的焦點，並且成為好萊塢的明星。而台灣最早施作變性手術的是時任台北榮民總醫院整形科醫師的方榮煌，他1983年在法國學習該手術，1988幫助一位男性變成女性。男變女手術相對簡單，主要是切除陰莖、睪丸，以及陰道成形術，而女變男則要多次手術才能完成，首先摘除女性器官，包括子宮、卵巢、陰道和乳房，最大的挑戰是人工陰莖，取自體的皮瓣移植，接上神經和血管，術後有可能出現發炎壞死、漏尿、尿道狹窄小便困難的副作用。男變女手術 較女變男簡單由於變性手術是「不可逆」的轉變，而變性醫療史上曾經發生想要變回原性別的案例，有些僅是精神醫學中所稱的性別認同障礙（Gender Identity Disorder）或是性別不安症（Gender Dysphoria），換言之，想要借助變性手術改變生活的人，並非全然是原發性變性欲症者，有可能是續發性，其中以同性戀最常見，為了迎合或是搶回情人的心，而試圖藉由手術改變自己，因此有嚴格的規定。變性者必須是原發性變性欲症者，首先心理上的性別認同與其生理性特徵明顯不一致，由於身心不一致而有強烈想去除身體性特徵的想法，且強烈希望自己是異性、希望他人把自己當異性對待、認為自己具異性的感情或反應。依據規定，需要兩位精神科醫師評估鑑定之診斷書，再經「諮商委員會」同意後才符合手術要件。在現實生活中，變性原本就極具戲劇性，最近網路瘋傳的我的正妹妹妹變成弟弟，以及透過縮時攝影呈現性別的變化，我想，現今的變性欲症者以及變性人在這一波跨性別的潮流中，是幸運的。,中國時報
2016,3,4,《我見我思》駭客記者駕到,電影《驚爆焦點》贏得本屆奧斯卡最佳影片，為新聞人出了一口氣，這部影片以2002年美國一群記者挖掘神父性侵幼童的黑幕為焦點，真人真事搬上螢幕，令人膽寒，也讓人意識到，媒體本著良知、正義及新聞道德，確實足以扳倒邪惡勢力。這讓我想起前陣子看到一位資深記者在網路上控訴，她的孩子在「我的志願」作業裡填了媽媽的職業，而且立志克紹箕裘，讓她一時驚呆了，不但強加阻止，還上網討拍，要大家評評理。我不明白這位記者曾經做過什麼傷天害理的事，或者曾在職場上遭遇可怕的迫害，讓她如此痛恨自己的工作，然而孩子是誠實的，孩子以父母的工作為榮，是極其自然的反應。我好奇那個孩子知道媽媽的反應之後，內心的感受是什麼？原來我娘的工作這麼見不得人？那為什麼她還要做下去呢？老實說，這位媽媽做了非常錯誤的示範，一是影響孩子的價值觀，二是讓孩子對記者工作產生誤解。身為一個成熟的人，若真的那麼討厭自己的工作，要嘛選擇離開，不然就想辦法改善，去影響這個環境；都做不到，就謹守崗位，至少讓出錯率減少，讓為害率降低。畢竟，選擇在自認不良的行業裡而不離開，某種程度，你也是害群之馬。再說，以舊思維從事新聞工作的時代即將過去，過去一般民眾所認知的記者，終將被另一群人淘汰，那就是駭客，近年網軍崛起，足以和主流媒體抗衡，就是最明顯的例子。根據美國當紅青年教育家及創新學習倡導者羅根．拉普蘭（LoganLaPlante）的定義，駭客不是躲在虛擬世界搞破壞的罪犯，而是實體世界裡不斷尋求改變的創新者，他們勇於挑戰既有體制、改變系統、企圖讓世界更進步。拉普蘭說，所謂駭（hack），就是不斷去尋找更有效率的解決方案。蘋果的賈伯斯、臉書的馬克祖克伯，都是用駭客思維來改變世界的人。但這個時代需要更多擁有駭客思維的人，而且不限於科技產業。新聞工作其實最需要駭客精神，因為記者每天都需要挖掘問題、呈現問題、解決問題，而且要與時間搏鬥，時時駭進政府部門，駭進社會人心，時時為讀者「找到更有效率的解決方案」。這樣的駭客記者，才足以「驚爆焦點」，奪回無冕王的榮耀。若以此標準來看，那位記者媽媽想必無法勝任這樣的工作，一個無法以自身工作為榮的人，自然無法榮耀她的工作。但未來讓她感到更挫折的恐怕會是，她的孩子已注定要成為一名記者，因為到了那個年代，相信人人都是記者，而且是駭客記者。,中國時報
2016,3,1,《丹麥女孩》變性推手奪女配謝瑞德曼 薇坎德啵法斯賓達曬戀情,第88屆奧斯卡最佳女配角獎由《丹麥女孩》的艾莉西亞薇坎德（AliciaVikander）拿下。艾莉西亞上台感謝同片演員艾迪瑞德曼（EddieRedmayne）：「你是最棒的夥伴，如果不是跟你搭檔，我絕對沒有這樣的成就。」她也不忘謝父母：「我從未想過有這樣的一天，是你們讓我相信一切都可能成真。」大病一場棄舞演戲她雖沒公開感謝同樣坐在台下，以《史帝夫賈伯斯》入圍男主角的男友麥可法斯賓達（MichaelFassbender），但上台前兩人已在一陣混亂中擁抱親吻。兩人2014年合拍電影《大洋之間的燈光》（大陸譯）燃起愛苗，兩年多來就算被拍到也低調不回應，昨在典禮上親密互動總算公開戀情。今年27歲的艾莉西亞來自瑞典，光去年就演出《人造意識》、《傾訴英格麗》、《紳士密令》、《天菜大廚》、《丹麥女孩》５部風格截然不同的片。她原本就讀瑞典皇家芭蕾學院，被父母培養成專業舞者，大病一場後決定轉行演戲。她積極爭取演出機會，入行前３年演近20部電影，從未想過能站在奧斯卡獎台上，她在後台哭著說：「以前我在瑞典，每年都調鬧鐘凌晨２點起床看頒獎，今天在這裡真的好不真實。」拍片注意文化改變她在《丹麥女孩》中與丈夫都是畫家，兩人共組幸福家庭，某次要求丈夫男扮女裝當她的「女模特兒」，意外喚醒丈夫潛藏的女性基因，此後生活開始在支持、反對丈夫變性中反覆拉扯。她將深愛丈夫，以及丈夫給她的掙扎、痛苦、背叛、孤單等情緒融合演繹得絲絲入扣，同時呈現角色個性堅強、思想開放的一面，最終成為丈夫完成變性過程中不可或缺人物。為詮釋該角，她特地請教跨性別性向的朋友，朋友們向她透露跨性別者總被社會遺忘，非常孤單，這種情緒也影響她拍片心境，「我常深陷角色情緒裡出不來，非常痛苦。」許多人向她表達謝意，認為該片讓社會更加關注跨性別議題，不過艾莉西亞認為，拍了這部片才讓她開始注意到文化的改變，「這部片教育了我，我希望社會能因此有更多元包容的對話。」。,中國時報
2016,3,1,最佳男配角是…柯文哲,昨天奧斯卡頒獎唯一大爆冷門的獎項是馬克勞倫斯獲得最佳男配角，現年56歲的英國演員在《間諜橋》裡飾演蘇聯間諜，在紐約被逮捕，成為美、蘇之間交換囚犯的籌碼，戲份不多，但演技絕佳。為他辯護的律師由知名的湯姆漢克主演，連續兩年獲得奧斯卡影帝的他欠缺讓觀眾驚喜的演技，連男主角提名都未入圍。奧斯卡是電影界的盛事，二二八則是台灣政治注目的焦點。今年二二八活動有兩大主角─馬英九與蔡英文，但兩人都沒有創造耳目一新的畫面，反而是柯文哲這位男配角搶戲。不出席馬英九的中樞活動，也不出席蔡英文參加的追思禮拜，柯文哲挑戰一日雙塔，對二二八他說：「不一定要大家坐在那裡，氣氛很悲傷的樣子。」柯P以汗水代替淚水，讓二二八有了新的畫面。動態的畫面取代靜態的集會，自行車服裝取代正式的衣著，創新取代一成不變，就像電影，帶給民眾驚喜。這是現任總統與總統當選人做不到的！間諜橋的重點是冷戰的雙方又要鬥又不能撕裂關係，美、蘇各自掌控對方期盼釋放的人員，為了得到自己的目的，也必須考慮對方的目的，既不能明目張膽交換，又無法依賴外交手段，在欠缺溝通管道及前例的現實中，創造了奇蹟。所幸美國政府找到原本辦保險業務的律師，以靈活手段及過人的意志力達成艱困任務，還加碼多換到1位年輕人質。近年藍綠互鬥，對立之勢明顯。民進黨與國民黨有如冷戰雙方，各有把柄在對方手上。民進黨抓住二二八與黨產為人質，國民黨抓住民進黨的罩門：貪腐與兩岸關係。單以國人熟悉如今又被提出的名詞─「真相與和解委員會」來說，民進黨要二二八的真相來抨擊國民黨，國民黨則要三一九槍擊案的真相。各懷鬼胎，各謀利益，然後呢？繼續冷戰！蔡英文要召開「真相與和解委員會」，她在二二八時說：「每年的今天，我們一起往後看，是為了以後一起往前走。」台灣究竟要多花力氣往後看還是往前走呢？有些人主張忘記背後，有些人強調努力面前，還是從電影來學習吧！間諜橋的導演史蒂芬史匹柏長久以來樹立的榜樣是─以創意的方式檢視時間的意義，又以創意的方式開創未來。他的作品眾多，無論是反省過去或展望未來，都一再帶給無數觀眾感動。單單以處理時間這一題來看，他所監製的《回到未來》系列，就告訴我們，要面對未來，需先回到過去；要面對過去，如此可以迎向未來。其實最關鍵的是─向著標竿直跑。柯文哲的二二八持續騎車奔跑，520公里的奔波，但可惜的是，台北市民知道市長好動、好說、愛創新，卻不知道他真正的標竿為何？台北的標竿為何？馬克勞倫斯比柯文哲小1歲，柯文哲比我小1歲，我比湯姆漢克小2歲，看到這些知名人物，我反省自己的人生與工作。這兩天的領悟包括：是主角或配角不重要，演好戲才珍貴。是掌聲或噓聲也不重要，自己對得起自己才關鍵。真相或和解不重要，真實面對自己才是每天的功課。在乎過去或在乎未來不重要，往標竿直跑是唯一的主題。（作者為東海大學社工系副教授）。,中國時報
2016,3,6,被錯置的靈魂…《丹麥女孩》的幸與不幸,在那個保守的、連同性戀都不被接受的年代看變性欲症者的掙扎第88屆奧斯卡最佳女配角獎，由《丹麥女孩》的艾莉西亞薇坎德（Alicia Vikander）拿下，這部電影也是近期最熱門、最多人討論的變性欲症（Transsexualism）及變性手術（Sex reassignment surgery）的話題，這部改編自原著作家大衛埃博雪夫的同名小說《TheDanish Girl》是真實故事，她（他）也是全球首例接受變性手術的丹麥畫家莉莉（Lili）。飾演莉莉的艾迪瑞德曼（Eddie Redmayne）同樣表現亮眼，也獲得最佳男主角的提名，他將女性含羞帶怯的嬌柔模樣，表演得淋漓盡致，180公分的艾迪扮女裝時，低頭淺笑、媚眼如絲，讓人忍不住心生疼惜，想要好好照顧他。《丹麥女孩》故事背景為1920年代，艾迪飾演埃納韋格納（EinarWegener）及莉莉艾爾博（Lili Elbe），與艾莉西亞飾演的格爾達韋格納從原本的夫妻轉變成跨性別伴侶，有觀眾認為，如果格爾達沒有因為作畫需求讓丈夫穿上女裝，就不會有「莉莉」的出現，事實上導演也從許多的小細節透露出強大的訊息，埃納渴望穿上女裝，他對女性的儀態萬千更是心嚮往之，只是那個保守的、連同性戀都不能被接受的年代，這些「不應該有的」慾望以及想法，只能被埋沒在很深很深的意識中。性別認同 3歲已根深蒂固然而，莉莉是幸運的，她在妻子的深愛中找到自己真正的性別，當然，她也是不幸的，因為當時的變性手術是創舉而醫療條件不佳，最後…（好像透劇了）另外1999年讓希拉蕊史旺（Hilary Swank）獲得最佳女主角獎的《男孩別哭》（Boys Don’t Cry）及由潔西卡蘭芝（Jessica Lange）和湯姆威金森（Yom Wilkinson）主演的《親密風暴》（Normal）都是談論變性欲症者的電影，強烈推薦。「被錯置的靈魂」是變性欲症者最強烈的心靈感受，明明應該是女兒身卻被放進男性的軀殼中，或是男兒靈魂被放在女兒身中，原發性變性欲症者早在胎兒時期就形成，西方的心理學家認為，性別認同在3歲的時候就已經根深蒂固，因此會在幼兒期就顯現出異狀，例如不喜歡自己身理性別的裝扮，在青少年期更為明顯。變性欲症者初期會與扮異裝症（Transvestism）產生錯誤聯想，而前者有強烈的性別認同困擾，必須透過積極的手術才能獲得改善，後者則是經常不自主地以異裝的情況出現，單純的扮異裝症不多，6至8成都合併有變性欲症、同性戀或雙性戀的傾向。德國 最早出現變性手術最早介入手術幫助變性欲症者完成心願的是在德國，誠如《丹麥女孩》的演出，莉莉艾爾博從一位丹麥男畫家搖身一變成為妻子比中迷人的模特兒莉莉，約1930年代，她接受了陰莖摘除手術以及陰道重建術。而廣為人知並且將變性人陽光化的則是1953年在美國變性成功的克莉絲汀約根森（Christine Jorgensen），她成為媒體鎂光燈的焦點，並且成為好萊塢的明星。而台灣最早施作變性手術的是時任台北榮民總醫院整形科醫師的方榮煌，他1983年在法國學習該手術，1988幫助一位男性變成女性。男變女手術相對簡單，主要是切除陰莖、睪丸，以及陰道成形術，而女變男則要多次手術才能完成，首先摘除女性器官，包括子宮、卵巢、陰道和乳房，最大的挑戰是人工陰莖，取自體的皮瓣移植，接上神經和血管，術後有可能出現發炎壞死、漏尿、尿道狹窄小便困難的副作用。男變女手術 較女變男簡單由於變性手術是「不可逆」的轉變，而變性醫療史上曾經發生想要變回原性別的案例，有些僅是精神醫學中所稱的性別認同障礙（Gender Identity Disorder）或是性別不安症（Gender Dysphoria），換言之，想要借助變性手術改變生活的人，並非全然是原發性變性欲症者，有可能是續發性，其中以同性戀最常見，為了迎合或是搶回情人的心，而試圖藉由手術改變自己，因此有嚴格的規定。變性者必須是原發性變性欲症者，首先心理上的性別認同與其生理性特徵明顯不一致，由於身心不一致而有強烈想去除身體性特徵的想法，且強烈希望自己是異性、希望他人把自己當異性對待、認為自己具異性的感情或反應。依據規定，需要兩位精神科醫師評估鑑定之診斷書，再經「諮商委員會」同意後才符合手術要件。在現實生活中，變性原本就極具戲劇性，最近網路瘋傳的我的正妹妹妹變成弟弟，以及透過縮時攝影呈現性別的變化，我想，現今的變性欲症者以及變性人在這一波跨性別的潮流中，是幸運的。,中國時報
2016,3,4,摸不到的病床,《不存在的房間》是奧斯卡得獎影片，描寫被幽禁在密室的母子如何歷險逃脫。「摸不到的病床」則是台灣最近的景象，許多病人急需住院，卻一床難求。這波流感疫情發威，重症患者塞爆醫院，卻苦等不到病房；光是北部地區等待住院的就有四百人。對於醫院與病人叫苦，衛福部卻回稱「全台還有一千零一張病床」，叫大家「免驚」；後來才知，連這數字都錯了。當病人已經躺在急診室，政府卻只能亮亮數字當安慰劑，這解得了民瘼嗎？各大醫院急診室爆滿的情況有如「壓力鍋」，患者病痛煎熬，照護的家屬更苦不堪言。如果衛福部官員看到這些景象，首先該做的，就是幫忙協調各醫院調度病床，讓某些病患轉至其他醫院就診，以免苦等。孰料，人們等到的卻是衛福部的冰冷回應；但在不透明的資訊下，政府不安排，誰知道病床在哪裡？若是勇於任事的官員，會及早想到設置流感緊急醫護場所，讓流感患者得到快速診治和集中看護。如此作法，也可以避免病患帶著病毒在醫院四處奔波，助長疫情的擴散，但衛福部卻慢三拍。這次流感雖不如當年的ＳＡＲＳ，但嚴重程度不可小覷。諷刺的是，有過ＳＡＲＳ的恐慌經驗，衛福部卻缺乏積極因應的警惕，反而一味責怪病人一窩蜂擠到大醫院就診；並揚言要比照ＳＡＲＳ修法，強制病人接受轉診安排。看得到數據上的病床，卻看不到煎熬中的病人，這就是無情官僚之眼。,聯合報
