年,月,日,標題,內容,報社
2015,2,26,孫茜蹭紅毯 黃聖依昏倒搶鋒頭,范冰冰東方元素禮服，吸引西方媒體。第87屆奧斯卡甫落幕，大陸媒體關注焦點除了獎落誰家，女星「蹭紅毯」話題更勝得獎影后。今年受邀觀禮的大陸女星包括「後宮甄嬛傳」中的槿汐姑姑孫茜，以及女主持人董卿，兩人雖然都踏上紅毯，但鋒頭卻不如沒走紅毯的黃聖依，她在典禮前昏倒送醫，錯失紅毯卻賺足版面，讓人見識到「蹭紅毯」最高境界是「不如不走」。大陸女星「蹭紅毯」行之有年，范冰冰連走4年坎城影展，除第一年是隨電影「日照重慶」出席，連3年都靠衣不驚人死不休打開知名度，范冰冰身穿龍袍、仙鶴裝、瓷器裝驚豔國際媒體。隨著范冰冰藉出席影展紅毯累積國際知名度，李冰冰、楊冪、張雨綺、Angelababy等眾女星都踏上紅毯，卻也鬧出不少笑話，楊冪傳出在紅毯待太久，遭工作人員催離，她不滿翻白眼。張雨綺在紅毯上太興奮不慎露點，國外媒體還將范冰冰照片誤植成張雨綺。蹭紅毯風潮到了去年間歇，由於2012年大陸政府規定合拍片必須要有東方元素與大陸演員，大陸市場重要性增高，反而吸引西方明星東進，妮可基嫚現身上海電影節，大導柯麥隆、盧貝松與基諾李維等人出席北京電影節。黃聖依今年在巨力傳媒總裁楊子陪同前進奧斯卡，原傳與湯姆漢克斯走紅毯，但卻發生禮服遭竊、暈倒送醫事件，甚至奧斯卡官方表示兩人原就不在出席名單上。雖楊子強調無須藉走紅毯炒作，但事件發生過於湊巧，楊子出示的奧斯卡官方邀請函塗改到難以辨識，反讓爭議愈描愈黑。,聯合報
2015,2,25,大件華麗珠寶 閃耀奧斯卡紅毯,女星瑪歌羅比配戴梵克雅寶經典設計Zip項鍊。Dans les Etoile耳環，Palais de la Chance幸運宮殿頂級珠寶系列，白K金、白鑽、黃鑽、水滴形切割香檳色彩鑽。奧斯卡頒獎典禮日前落幕，眾女星示範了今年紅毯珠寶的流行趨勢。從裝飾繁複的耳環、全耳式鑽石耳環到造型搶眼的大件項鍊，都印證了珠寶專家的預測。今年幾位女星不約而同配戴搶眼的大件項鍊，相當吸睛。包括入圍女配角的蘿拉鄧、英國歌手瑞塔歐拉，以及「華爾街之狼」的瑪歌羅比等。蘿拉鄧配戴寶格麗Monete頂級珠寶古幣項鍊為整體造型加分，瑞塔歐拉以寶格麗Serpenti頂級珠寶項鍊為頸上添光。瑪歌羅比配戴梵克雅寶經典的Zip Antique Colombine，靈感源自溫莎公爵夫人，可開闔的設計把項鍊攏合後就變成手鍊。部分女星選擇在耳環上作文章，因「愛的萬物論」入圍女主角的費莉西蒂瓊斯，當天以梵克雅寶的Dans les Etoile耳環搭配銀白色綴珠長禮服，耳環鑲有黃鑽、白鑽和彩鑽，襯托其典雅造型。女星娜歐蜜華茲配戴ANNA HU Art Deco藍寶耳環，兩顆超過50克拉的主石氣勢逼人，同樣吸睛。「超殺女」克蘿伊摩蕾茲今年首度擔任頒獎人，她把一頭捲髮塞在耳後，露出全耳式鑽石耳環，趕上近年珠寶流行風潮，也與她清新的公主形象相襯。思嘉莉約翰森則配戴了伯爵左右不對稱設計的耳環，呼應她相當有個性的髮型。至於散發懾人光芒的鑽石珠寶永遠是紅毯不敗經典配件，例如影后茱莉安摩爾、最佳女主角入圍者瑪莉詠柯蒂亞都配戴蕭邦的鑽石耳環，以及肯亞女星露皮塔尼詠奧都配戴蕭邦鑽石耳環。潔西卡雀絲坦配戴伯爵鑽石項鍊，恰與她上半身綴飾亮片的寶藍色禮服相襯。,聯合報
2015,2,25,MIU MIU 花現奧斯卡,今年奧斯卡紅毯女星競豔，黑白配或單色搶盡風采，向來帶有叛逆精神的MIU MIU，將「花」色帶上紅毯，也為女星時尚增添春天氣息。今年初才成年的克蘿伊摩蕾茲（Chloe Grace Moretz），早已是時尚咖，雖然年初才宣布成為COACH 2015春天系列代言人，但個性大膽活潑的她，偏選穿MIU MIU蜜桃色花朵印花絲質塔夫塔綢禮服，不僅春花朵朵，還飾有蕾絲絲緞滾邊，還真只有她的青春無敵能從容駕馭。另搭配MIU MIU酒紅色高跟涼鞋及紅色絲綢手拿包，Forevermark的羽毛造型耳扣也是一大亮點。影集「醜聞風暴（Scandal）」的凱莉華盛頓（Kerry Washington）去年升格當媽，以一襲MIU MIU香檳色綢緞馬甲式上衣搭配雪紡長裙，亮麗現身奧斯卡紅毯，一掃在最新一季「醜聞風暴」中慘遭虐待的醜樣，也彌補去年因大腹便便，沒法在紅毯秀出好身材的遺憾。有別超殺女花整身，看來純白的上衣裝飾有水晶刺繡的花朵圖案，裙子也都是水晶珍珠刺繡，搭配MIU MIU長方形鏡面手拿包，盡顯低調奢華。,聯合報
2015,2,25,奧斯卡男星 紅毯各顯表情,新科影帝英國演員艾迪瑞德曼當天配戴蕭邦腕表出席頒獎典禮。奧斯卡影帝馬修麥康納配戴BVLGARI OCTO Solotempo腕表出席奧斯卡盛會。蕭邦L.U.C. XPS 系列鉑金腕表。男星在奧斯卡星光大道上的造型利器是頂級腕表，以此展現低調品味，讓紅毯成為鐘表品牌各顯神通的場所。今年因「愛的萬物論」稱帝的英國演員艾迪瑞德曼，當天配戴蕭邦L.U.C. XPS系列鉑金腕表出席頒獎典禮，湛藍色面盤與他的深藍色西裝相襯，展現英國紳士風。因「暗黑冠軍路」入圍男主角的史提夫卡爾，當天配戴海瑞溫斯頓的靜夜Midnight系列大日期功能表，黑白設計的面盤恰呼應他的禮服色調。同樣演出「暗黑冠軍路」的馬克魯法洛，配戴萬寶龍甫於年初SIHH日內瓦國際高級鐘表展發表的傳承時測系列兩地時間表，搭配Stripes系列白色珍珠母貝袖扣。在「進擊的鼓手」裡表現出色的新生代男星麥爾斯泰勒則選擇萬寶龍大師傑作傳承系列萬年曆腕表，帥氣十足。也曾拿過奧斯卡影帝的馬修麥康納和安卓布洛迪，不約而同配戴寶格麗腕表。前者以銀灰色西裝搭配OCTO Solotempo系列手表，展現大器風格。後者配戴OCTO系列，但選擇Finissimo超薄款式，適合他纖瘦身型。,聯合報
2015,2,24,紅毯嬌點 白黑配大器不繁 紅綠襯 好萊塢春光明媚,儘管一開春就有歐債危機、恐怖攻擊等陰影重現，但被視為時尚指標的奧斯卡星光大道上，眾女星仍以最亮麗的姿態現身，帶人重返好萊塢美好風華。「不簡單的簡單」，可說是今年紅毯特色。女星多選擇線條簡潔柔美，以及單色大器的禮服，遵行「少即是多（Less is More）」的時尚哲學，更在材質工藝或珠寶細節上單點突破，令人驚豔。眾望所歸的影后茱莉安摩爾，穿上卡爾拉格斐為她特製的香奈兒高級訂製服「戰袍」，這件綴滿銀白與黑色刺繡珠飾的禮服費時927小時才完成，細緻華美的工藝正如她內斂精湛的演技。同樣穿出今年春夏時尚關鍵色「白色」的女星還有瑪莉詠柯蒂亞，乍看保守的Dior白色刺繡高級訂製服禮服，精采的其實在背後。巧的是兩人都由蕭邦鑽飾增添光彩。露琵塔尼詠歐Calvin Klein訂製禮服也「藝」鳴驚人，採用超過6千顆珍珠，襯托黝黑膚色。另如梅姨的LANVIN黑白套裝、瑞絲薇絲朋Tom Ford黑白禮服、娜歐蜜華茲小露腰線的Armani黑白禮服，各顯高妙。相對於經典白黑配，也有以紅、綠喜氣迎春。如樂在受虐的「格雷」女郎達珂塔強森以Saint Laurent單肩紅色禮服，尬「控制」狂羅莎蒙派克的Givenchy蕾絲高級訂製服，兩人都以「下半身」取勝，大秀美腿。思嘉莉約翰森以Versace綠色禮服，搭環繞脖子的同色項鍊和伯爵耳環，加上俐落短髮，完美詮釋叛逆性感；艾瑪史東的淺綠色禮服配Tiffany手環相形清新可人。單點突破，也是女星吸睛之道。如妮可基嫚穿LV訂製服，橘紅色腰帶及正夯的Petite Malle硬箱包，格外搶眼；凱特布蘭琪力挺好友John Galliano重返時尚圈之作，選擇Martin Margiela（MM）黑禮服配Tiffany海水藍寶與綠松石項鍊；與戴華人珠寶藝術家ANNA HU紅碧璽耳環的葛妮斯派楚，讓珠寶大聲「說話」。,聯合報
2014,3,4,會後派對 米蘭達深V秀乳 蘿西蝴蝶奶搶眼,米蘭達蔻兒一襲深V的禮服半露雙峰，好身材一覽無遺。奧斯卡會後派對向以「浮華世界」最有看頭，去年10月仳離的奧蘭多布隆、米蘭達蔻兒「分別」現身，超模米蘭達擺脫「人妻」身分反而更豔麗奪目，看來幾分憔悴的奧蘭多顯然輸陣，只好仰天長「笑」。登不上奧斯卡舞台，也要在會後派對秀一下；愛侶們大曬幸福，分手的各自較勁，這才是「浮華世界」的真諦。傑森史塔森擁著女友蘿西杭廷頓懷特莉的腰，不只粉碎兩人分手的傳言，蘿西的藍色禮服搶眼又高貴，「蝴蝶胸」尤其誘人。班艾佛列克、珍妮佛嘉納夫妻檔甜蜜出席，查寧塔圖夫妻也是一臉恩愛。女神卡卡一襲白色禮服，太過端莊反而不特別顯目，珍妮佛勞倫斯換上了小禮服，雖然免了仆街的危險，並且露出美腿，但因為鐵灰色顯得老氣橫秋。不過，再怎麼老氣，都不像黛安克魯格的鐵絲裝那般嚇人。,自由時報
2014,3,4,傑瑞李透黑白配 叛逆巧飾迷死人,傑瑞李透穿出經典，是紅毯上最吸睛的男星。男星在這屆奧斯卡星光大道帶來許多突破演出，尤其那些以白色正裝出場的造型，如傑瑞李透、馬修麥康納等，在一片烏鴉鴉的燕尾服中脫穎而出。今年男星以白色禮服突破傳統，傑瑞李透與馬修麥康納都以上、下半身不同色的黑、白配穿出時尚感。傑瑞李透更是這次紅毯焦點，尤其那頭標榜自由叛逆的長髮，在這個隆重殿堂也散發端莊氣質；巧妙搭上酒紅色領結與袋巾，傑瑞李透迷死人了！此外，與妻子一同出席的音樂製作人菲董則是成功挑戰以短褲作為禮服的造型，更加凸顯自身的藝術家氣質。,自由時報
2014,3,4,【流行消費】時尚解碼．頒獎台上 Piaget閃耀獨立精神獎,"伯爵Piaget Rose Passion高級珠寶腕錶，9,800,000元。鞏俐，眾多巨星齊聚觀禮。伯爵珠寶與腕錶陪襯巨星紅毯豔光四射，Piaget Rose系列更成為眾多女星的首選。伯爵Piaget Rose Passion 18K 白金耳環，2,790,000元。穿著典雅白色晚裝的伯爵代言人鞏俐就戴上Piaget Rose白金鑽石耳環及指環，散發著高貴優雅的迷人氣質；她當晚與基努李維一同頒發「最佳導演」獎項給「自由之心」的導演史提夫麥昆。圖片提供／Piaget",自由時報
2014,3,4,莎莉賽隆裙襬款款閃耀美人魚,露碧塔諾詠與她的Prada禮服驚艷星光紅毯。加持，原應該叫人驚豔，「她也是打安全牌；其實她本人的美足以駕馭任何衣服；髮型有點『偷懶』，這樣很可惜。」何立德說。,自由時報
2014,3,2,艾瑪砸3萬6護臉蛋 薇諾娜穿300元舊衣,艾瑪史東雖沒入圍奧斯卡，也要美麗出席頒獎典禮。買的舊衣出席奧斯卡，最近也曾穿著10幾年前出席電影首映時的舊衣，參加西恩潘的慈善晚宴。,自由時報
2014,3,2,【流行消費】凱特戴蕭邦掄三元 望奪奧斯卡大滿貫,凱特布蘭琪手握美國演員公會獎最佳女主角獎座的手上，佩戴Chopard紅寶石寬版手環。凱特在紅毯上的禮服每每贏得讚賞，她的珠寶品味亦相當出眾。她以形似蕾絲花邊的鑽石耳環、戒指與手環搭配黑色蕾絲禮服領金球獎獎座；以鑲嵌紅寶石的玫瑰金寬版手鐲與棕鑽耳環搭配點綴粉紅色亮片的淡粉色禮服征戰美國演員公會獎，展現層次美感；選擇立體生動的動物世界系列雀鳥項鍊搭配刺繡花朵的禮服現身英國影藝學院電影獎，單鑽耳環襯托美麗臉龐。她依照禮服挑選合適的珠寶，適切襯托而不搶其風采，值得借鏡。凱特布蘭琪佩戴Chopard綠地毯鑽石耳環、鑽石手環與戒指，拿下金球獎最佳女主角獎。,自由時報
2014,3,4,艾美亞當斯 讀者票選93% 紅毯完勝 :布萊利庫柏 帥鬍突圍,今年紅地毯主流是布蘭琪選穿的裸膚色，配上綴飾或揉合金屬色亮片與絲線細節。艾美、「小珍妮佛」珍妮佛勞倫斯、珊卓布拉克與莎莉賽隆的飽和色調禮服也很具氣勢，在《蘋果》讀者票選贏得高人氣。前幾年女星呼應不景氣的撙節風，省略珠寶，今年珠光寶氣重回紅毯。安潔莉娜裘莉佩戴Robert Procop的42克拉鑽石耳環，艾美則靠Tiffany鑽飾放閃，莎莉賽隆戴著要價1500萬美元（約4.5億元台幣）的Harry Winston項鍊，祖母綠切割的31克拉主鑽盡顯尊貴。雷神漢草贏李奧今年帥哥特別搶鏡，2012年獲選「全球最性感王」的布萊利庫柏穿著Tom Ford西裝，蓄鬍更添瀟灑，大受台灣網友青睞。「雷神索爾」克里斯漢斯沃帶懷雙胞胎的老婆出席，一家「4口」好感度超高。李奧納多狄卡皮歐爭獎落空，但先前胖成包子臉的他，回復瓜子臉，至少輸得很帥氣。No.1 艾美亞當斯 Amy Adams禮服：GUCCI珠寶：Tiffany & Co.得票率：93.55％No.2 布萊利庫柏 Bradley Cooper禮服：Tom Ford得票率：92.38％No.3 凱特布蘭琪 Cate Blanchett禮服：Armani Prive珠寶：Chopard 耳環得票率：89.78％No.4 珍妮佛勞倫斯 Jennifer Lawrence禮服：Dior Couture珠寶：Neil Lane 項鍊得票率 88.66％No.5 珊卓布拉克 Sandra Bullock禮服：Alexander McQueen珠寶：Lorraine Schwartz 耳環、手鍊得票率 88.59％No.6 克里斯漢斯沃 Chris Hemsworth禮服：David August得票率：87.84％No.7 莎莉賽隆 Charlize Theron禮服：Dior Couture珠寶：Harry Winston項鍊得票率：87.01％No.8 李奧納多狄卡皮歐 Leonardo DiCaprio禮服：Armani得票率：86.63％毫無亮點38歲的好萊塢女星安潔莉娜裘莉（Angelina Jolie）去年5月切除傲人雙乳預防癌症，昨穿Elie Saab半透視禮服微露乳溝，但不受台灣網友青睞，被選為紅毯最醜女星之一。得票率：63.01％哀怨木訥「鳳凰女」茱莉亞羅勃茲（Julia Roberts）因同母異父妹妹輕生神隱半個月，昨穿GIVENCHY禮服現身星光大道，胸前大片蕾絲還算高雅，但網友批評她一身黑烏烏，表情木訥，有點「未亡人」的fu。得票率：52％囧披床單西班牙女星「小潘潘」潘妮洛普克魯茲（Penelope Cruz）昨穿著Giambattista Valli 禮服，搭配Chopard珠寶高貴出席奧斯卡，但寬鬆剪裁被譏「像披床單」。得票率：48.57％【星光花絮加映】大嘴姑婆潔西卡貝爾（Jessica Biel，右）昨擔任奧斯卡頒獎人，一襲裸色Chanel露肩蕾絲禮服配上超過117克拉的Tiffany珠寶，堪稱最「貴重」的嘉賓。她在後台拍照時，安海瑟威張牙舞爪搞怪，雙姝不約而同張開血盆大口，十分搞笑。丑男搶鏡愛爾蘭天團「U2」昨在奧斯卡表演，主唱波諾（右二）等人先在紅毯亮相，影集《大偵探福爾摩斯》男主角班奈迪克康柏拜區（Benedict Cumberbatch，後）在後面耍寶搶鏡，令人捧腹。慘摔連莊「小珍妮佛」珍妮佛勞倫斯（Jennifer Lawrence，中）昨在星光大道上重演去年上台領獎時仆街慘劇，這回她被交通三角椎絆倒，大家七手八腳扶她起身，她豪邁大笑，自我解嘲。,蘋果日報
2014,3,6,紅毯腕表薄得好 Jared Leto搭伯爵簡約經典 雷神戴萬寶龍添性感,星光與時尚裝備皆屬重量級的奧斯卡，在一票女星激烈紅毯美醜廝殺後，回頭品味好萊塢型男，發現男星普遍造型得體大器，腕表則是重要配件行頭，以《藥命俱樂部》拿下小金人的JaredLeto、《瞞天大佈局》的JeremyRenner，以及雷神帥哥ChrisHemsworth，都選擇纖薄、簡約款式的DressWatch，詮釋正裝時尚超迷人。JaredLeto一頭率性長髮，在一片黑西裝中，選擇白色西裝搭配酒紅色領結，格外出色，他選擇伯爵的Altiplano腕表，18K白金表殼，銀色表盤配備偏心小秒針、簡潔的線狀時標與巴頓式指針，搭配黑色鱷魚皮表帶，表殼厚度僅6.6mm，整體設計相當簡約經典，雋永耐人尋味。另一位型男JeremyRenner同樣偏好極簡品味，他手上的積家超薄大師系列MasterUltraThin41腕表，精鋼表殼搭配銀色太陽飾紋表盤和拋光鍍銠時標，41mm表徑，表殼厚度僅7.48mm，同樣展現極簡純粹的美學。澳洲猛男雷神ChrisHemsworth，奧斯卡攜孕妻走紅毯，性感好男人模樣令人垂涎，他穿經典紳士的三件式西裝，搭配萬寶龍MeisterstuckHeritage系列自動腕表，玫瑰金表殼、時標、指針為簡練的面盤添暖意，玫瑰金也與紫紅色西裝襯托得宜。,中國時報
2014,3,4,安海瑟薇被吐嘈 新戰袍老造型,奧斯卡星光大道上，安海瑟薇被自己打敗！雖然俐落短髮搭配硬挺、大露背的GUCCI華服很亮眼，但紐約時尚達人Annie說，這件禮服與去年激凸的PRADA禮服相似，「neckline（頸部線條）與腰線剪裁根本是類似款！他應該穿『新衣』！」造型師林國基也說，「只是今年在胸前和腰際多了水晶刺繡裝飾。」安海瑟薇或許覺得這款剪裁最能展現身段，但忽略自己是鎂光燈焦點，一不小心就被抓包。但部落客「個人意見」仍正面評價，「一洗去年內建乳頭兼平淡無聊粉紅禮服的回憶。」認為她不適合穿太女性化的服裝，這款禮服很對味。,中國時報
2014,3,4,班奈狄克亂入 U2背後搞鬼,奧斯卡星光大道，除女星穿上華服爭奇鬥豔，不少男星就算不是入圍者，在紅毯上也相當吸睛。「雷神索爾」克里斯漢斯沃帶著懷孕的老婆艾兒莎巴塔一同現身，性感男星配上大肚老婆，恩愛模樣，硬是把一起出席的布萊德彼特和安潔莉娜裘莉比下去。兩人結婚３年多，去年11月懷上第二胎，據傳老婆肚子裡的是「雙胞胎」。因演出影集《大偵探福爾摩斯》成新一代「男神」的英國男星班奈狄克康柏拜區，今年演出《八月心風暴》雖沒入圍，也受邀頒獎。在紅毯上，他展現調皮本性，當搖滾樂樂團U2在跟別人合照時，他冷不防出現在團體後面，還高舉雙手跳起來、扮鬼臉搶鏡。,中國時報
2014,3,4,紅毯比貴氣 天價珠寶搶話題 海瑞溫斯頓4.5億元美鑽 身價最高 影帝、影后戴蕭邦 曝光居冠,奧斯卡激情過後，精品效應才正要開始延燒，品牌爭奪巨星青睞，戰績出爐。蕭邦押對寶，影帝、影后全都配戴該牌出席，曝光居冠；海瑞溫斯頓有莎莉賽隆敞性感美胸相挺，配戴約台幣4.5億元美鑽搶走不少鎂光燈。■馬修麥康納配表全台僅一只帝后配戴款式肯定成為熱門款，馬修麥康納配戴蕭邦L.U.CXP腕表，目前全台僅一只，不出預料將引起搶購，影后凱特布蘭琪配戴的蕭邦紅地毯系列頂級珠寶，未來可望隨頂級珠寶展登台，屆時絕對成為發稿話題。今年在各大影展一路封后的凱特布蘭琪幾乎每場頒獎典禮都配戴蕭邦珠寶，奧斯卡獎亦不例外，似乎已視該牌為幸運物，品牌讚她眼光一流，每套華服都與珠寶相襯得宜。娜歐蜜華茲被寶格麗包了主演戴安娜王妃傳記電影的娜歐蜜華茲在片中都戴蕭邦，奧斯卡改搭寶格麗，不僅珠寶，連晚宴包也包了，該款Serpenti琺瑯手拿包並非新品，在台尚有庫存，此次有巨星示範加持，將為買氣加溫。奧斯卡女星配戴珠寶多為全球限量1件的頂級珠寶系列，如2004年影后莎莉賽隆配戴的海瑞溫斯頓頂級珠寶鑽石項鍊，堪稱萬中選一，主鑽不僅碩大，還是D/IF等級，身價居紅毯之冠；艾美亞當斯配戴Tiffany「BlueBook」頂級珠寶耳環、茱莉亞羅勃茲配戴寶格麗骨董珠寶也都是美麗嬌點。,中國時報
2014,3,4,珊卓艾美雙嬌撞色 珍妮佛「跌跌」不休,第86屆奧斯卡頒獎典禮３日上午９點半在洛杉磯杜比劇院舉行，星光大道８點率先登場。紅毯星光依舊璀璨，眾女星打安全牌居多，尤以黑白色當道，深藍色成為一抹異軍突起的綺彩。珊卓布拉克、艾美亞當斯兩位準影后都以藍彩吸睛，造型師林國基盛讚珊卓：「從胸前延伸到腰際的皺摺很有戲。」部落客「個人意見」也誇她大器。紅毯也見證灰姑娘的崛起，拿下最佳女配角的黑人女星露琵塔尼詠歐，以Prada冰藍色飄逸長禮服展現精靈之姿，穿出小女孩夢想成真的單純浪漫，不僅躍上國際時尚網站Style.com首頁，也狠踩珍妮佛勞倫斯，她雖穿Dior大紅色搶眼華服，但驚喜度不及露琵塔。凱特略顯保守珍妮佛勞倫斯去年以《派特的幸福劇本》拿影后，上台領獎時摔跤，今年再以《瞞天大佈局》入圍最佳女配角，沒想到在紅毯上剛說完自己不會再犯錯，還試走了一下，轉身就跌坐在地上！典禮主持人艾倫狄珍妮虧她，「奧斯卡不是一個競賽，是個慶典」，再說：「開玩笑，這是一場『飢餓遊戲』！」當場牽拖演出《飢餓》的她。她也創下連兩年在奧斯卡「跌倒」的紀錄。凱特布蘭琪一如預期，守住紅毯資優生的口碑，ArmaniPrive刺繡晚禮服搭完美髮妝，時尚達人Annie大讚：「即便裸色低調，依舊吸睛！」個人意見稍嫌美中不足，認為她向來勇於嘗試，這次略顯保守。每年都是焦點的安潔莉娜裘莉，一身ElieSaab透視裝展現胸部重建手術後的自信，也引來兩極評價，林國基認為她掌握亮片、透視等時尚元素，珠繡細節更添華麗；個人意見評為漸層的抹布，「讓原本沒有下垂的地方也顯得下垂了。」Annie也批像婚宴婆婆裝，老氣。艾瑪穿著老氣NG版本中的艾瑪華森，她似乎太急著長大，穿了媽媽的銀灰色金蔥禮服出席，挨評嫩臉蛋與熟女裝超不搭；夏莉茲賽隆的黑色Dior禮服性感搶鏡，可惜透明肩帶成為突兀焦點；梅莉史翠普也引起討論，鬆垮垂墜還是從容優雅？見仁見智。以《八月心風暴》入圍女配角的茱莉亞羅勃茲，穿黑色禮服出席。媒體指出，她因上月同母異父的妹妹南茜服藥自殺身亡才穿黑色。這也是她在該事件後首度現身，外傳她為此暴瘦，心力交瘁，不過昨天看來心情已平復不少。男星以傑瑞德雷托搶眼，SaintLaurent白色西裝搭紅色領結，穿出時尚好運道，反觀李奧納多狄卡皮歐等人穿著無新意，彷彿制服秀。,中國時報
2014,3,5,奧斯卡亮點 珠寶簡潔美,"「暮光之城」女星安娜坎卓克配戴伯爵Couture Precieuse耳環。好萊塢男星布萊德利庫柏西裝筆挺，他配戴的是蕭邦L.U.C 1937腕表。蕭邦L.U.C 1937腕表，精鋼殼搭配白色面盤、黑色鱷魚皮表帶，散發沉穩內斂的氣質。「暮光之城」女星安娜坎卓克配戴伯爵Couture Precieuse耳環。奧斯卡紅毯星光，珠寶是不可缺少的要角。今年奧斯卡的紅毯珠寶風格內歛，晶瑩剔透的鑽石取代繽紛彩寶，或轉而把重心放在耳環、手環上，詮釋「化整為零」的精緻時尚。娜歐蜜華茲 寶格麗項鍊當領子茱莉亞羅勃茲穿Givenchy黑色禮服，配戴寶格麗鑽石耳環，完全捨棄繁複的項鍊，露出雪白的美頸和美胸，以免搶走胸前黑色蕾絲裝飾的丰采。娜歐蜜華茲穿Calvin Klein雪白色禮服走紅毯，配戴寶格麗網狀鑽石項鍊，項鍊猶如領子一般，別具創意。奧斯卡頒獎典禮是年度盛會，絕少會發生「撞衫」或「穿舊衫」的意外，不過今年莎莉賽隆在奧斯卡紅毯穿DIOR黑色禮服，竟與日前瑪莉亞凱莉在年度藝人大獎（BET Honors獎）的禮服同款。還好她選擇佩戴Harry Winston的細鍊鑽石項鍊，要價1,500萬美元（約4億5千萬元台幣），多少也有加分作用。潔西卡貝兒 高雅Tiffany手環入圍奧斯卡最佳女主角的艾美亞當斯穿Elie Saab藍色禮服、搭配Tiffany的Blue Book系列珠寶，一款梨形黃色綠柱石鑲嵌水晶耳環，主石是蛋面紅紋石外鑲青金石，以對比色系凸顯藍色禮服。出席頒獎的潔西卡貝兒穿香奈兒訂製禮服，搭Tiffany鑽石項鍊和藍寶鑽石耳環、藍寶鑽石手環，更添高雅。蕭邦（Chopard）此次祭出首度曝光的2014紅地毯系列珠寶（Red Carpet Collection），提供以「藍色茉莉」奪得影后的女星凱特布蘭琪配戴。她同時也配戴咖啡色鑽石手環，以及重達四克拉的梨形車工戒指，與裸膚色的水晶禮服相映成趣。擔任頒獎人的女星潘妮洛普克魯茲以蕭邦的鑽石耳環、手環搭配一襲粉紅色禮服，典雅又不失純真氣息。布萊德利庫柏 蕭邦表沉穩內斂當晚以「藥命俱樂部」拿下奧斯卡影帝的馬修麥康納，配戴蕭邦的L.U.C XP Tonneau腕表。典禮開始前，一張馬修正在看時間的畫面，令人莞爾。影帝影后都配戴蕭邦的珠寶和腕表，品牌也與有榮焉。因「瞞天大佈局」入圍男配角的布萊德利庫柏，則配戴蕭邦L.U.C 1937腕表，展現內斂沉穩氣質。伯爵（Piaget）亦提供今年全新的珠寶腕表給以「藥命俱樂部」得到最佳男配角的演員傑瑞李托，伯爵全新Altiplano手上鍊超薄腕表搭配白色西裝，凸顯個人風格。「暮光之城」女星安娜坎卓克配戴的是伯爵Couture Precieuse耳環和Piaget Rose戒指，與黑色禮服相呼應。演員兼歌手克莉絲汀貝兒則配戴伯爵全新珠寶系列Piaget Rose Passion的項鍊和耳環，優雅而秀氣。演出「瞞天大佈局」的男星傑瑞米雷納，當天配戴積家超薄系列腕表Master Ultra Thin 41出席盛會。",聯合報
2014,3,5,晚宴解放 女星深Ｖ露性感,拿下最佳女主角的露碧塔妮詠奧開心出席會後派對，穿完PRADA換上的是miu miu新裝。瑞絲薇絲朋穿BOSS 2014秋冬系列黑灰色亮片刺繡絲質禮服出席奧斯卡晚宴派對，正面與側面大秀性感。拿下最佳女主角的露碧塔妮詠奧開心出席會後派對，穿完PRADA換上的是miu miu新裝。奧斯卡紅毯女星穿得保守經典，但稍晚的晚宴派對（Vanity Fair Oscar Party）上，眾人似乎齊心大解放，可透視的薄紗蕾絲裝、前面超級深V或大露腰、露背等，讓派對的性感歡樂熱度破表。身材火辣超模搶先「露」，英超模出身蘿西杭廷頓近乎中空的薄紗裝PK米蘭達蔻兒的深V銀色亮片裝，雖然亮片氣勢大勝，但前者手挽老公傑森史塔森當裝飾，用甜蜜取勝。以「自由之心」拿下最佳女配角的露碧塔妮詠奧（Lupita Nyong'o），紅毯一襲水藍色PRADA洋裝大獲讚賞，晚宴改穿miu miu洋裝走華麗風，今年運勢紅不讓的她，也是miu miu春夏廣告代言人之一。紅毯裝扮同樣受好評的凱特哈德森，晚宴再接再厲，穿僅用黑色刺繡遮重點的膚色薄紗Zuhair Murad高級訂製服，搭配Ferragamao手拿包，露得高雅大方。瑞絲薇絲朋以BOSS黑色禮服突破個人裸露極限，正面深V外，側面看去竟也是全空；黛安克魯格選擇Valentino黑色蕾絲裝，但可惜腰線和比例不佳，有點走味，對向來走優雅風的她也算是種另類突破。穿Dior紅色禮服在紅毯上頗獲好評的珍妮佛勞倫斯，晚宴上改穿Tom Ford的長袖亮片洋裝，但背部和側面全是可透視薄紗，若隱若現的臀部引人遐想。,聯合報
